user_id,converted,cnt_checkout_started,cnt_course_detail_viewed,cnt_course_searched,cnt_lesson_completed,cnt_lesson_started,cnt_page_viewed,cnt_plan_selected,cnt_pricing_page_viewed,cnt_quiz_submitted,cnt_session_started,cnt_subscribe,total_study_minutes,avg_session_minutes,session_count,done_checkout_started,done_lesson_completed,done_onboarding_completed,done_plan_selected,done_quiz_submitted,done_subscribe
U-07931,0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,4.0,0.0,33.333333333333336,8.333333333333334,4.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07932,1,0.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,0.0,4.0,0.0,35.18333333333334,8.795833333333334,4.0,0.0,1.0,1.0,1.0,0.0,0.0
U-07933,1,0.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,5.0,0.0,30.75,6.15,5.0,0.0,1.0,0.0,1.0,0.0,0.0
U-07934,1,0.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,23.75,11.875,2.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07935,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.466666666666667,10.466666666666667,1.0,0.0,1.0,1.0,1.0,0.0,0.0
U-07936,0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,6.833333333333333,6.833333333333333,1.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07937,1,0.0,2.0,1.0,4.0,4.0,6.0,0.0,2.0,1.0,4.0,0.0,32.56666666666666,8.141666666666666,4.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07938,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07939,0,0.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,29.299999999999997,9.766666666666666,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07940,1,1.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,0.0,4.0,0.0,42.11666666666667,10.529166666666667,4.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07941,1,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,11.25,5.625,2.0,0.0,0.0,1.0,0.0,0.0,0.0
U-07942,0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,2.0,0.0,3.0,0.0,27.28333333333333,9.094444444444443,3.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07943,1,1.0,3.0,1.0,3.0,3.0,6.0,1.0,2.0,0.0,4.0,0.0,35.650000000000006,8.912500000000001,4.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07944,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07945,0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,9.5,4.75,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07946,1,0.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,3.0,0.0,31.533333333333335,10.511111111111111,3.0,0.0,1.0,0.0,1.0,0.0,0.0
U-07947,0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,2.0,0.0,4.0,0.0,27.55,6.8875,4.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07948,0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,0.0,4.0,0.0,34.483333333333334,8.620833333333334,4.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07949,1,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,14.65,7.325,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07950,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.7,6.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0
U-07951,0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,20.583333333333336,10.291666666666668,2.0,0.0,1.0,0.0,0.0,0.0,0.0
U-07952,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
U-07953,0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,8.4,8.4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07954,0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,20.383333333333333,6.794444444444444,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07955,1,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,12.766666666666666,4.2555555555555555,3.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07956,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.65,5.65,1.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07958,1,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,14.35,4.783333333333333,3.0,0.0,1.0,0.0,0.0,0.0,0.0
U-07959,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07960,0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,17.2,17.2,1.0,0.0,1.0,1.0,1.0,0.0,0.0
U-07961,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.033333333333333,9.033333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07962,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,11.883333333333333,11.883333333333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0
U-07963,1,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,9.566666666666666,4.783333333333333,2.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07964,0,0.0,2.0,1.0,3.0,4.0,7.0,0.0,2.0,0.0,4.0,0.0,29.53333333333333,7.383333333333333,4.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07965,0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,0.0,3.0,0.0,26.016666666666666,8.672222222222222,3.0,0.0,1.0,0.0,1.0,0.0,0.0
U-07966,0,0.0,2.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,24.599999999999998,8.2,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07967,0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,8.35,8.35,1.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07968,0,0.0,2.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,17.53333333333333,8.766666666666666,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07969,1,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,18.65,6.216666666666666,3.0,0.0,0.0,1.0,0.0,0.0,0.0
U-07970,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.266666666666667,5.266666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07971,1,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,20.599999999999998,6.866666666666666,3.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07972,1,1.0,1.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,4.0,0.0,35.81666666666666,8.954166666666666,4.0,1.0,1.0,1.0,1.0,1.0,0.0
U-07973,0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,18.016666666666666,9.008333333333333,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07974,0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,0.0,27.4,6.85,4.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07975,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8166666666666667,0.8166666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0
U-07976,0,1.0,6.0,1.0,3.0,4.0,9.0,2.0,3.0,0.0,7.0,0.0,59.13333333333333,8.447619047619048,7.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07977,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07978,0,0.0,2.0,1.0,2.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,25.433333333333334,12.716666666666667,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07979,0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,20.683333333333334,6.894444444444445,3.0,1.0,1.0,0.0,1.0,0.0,0.0
U-07980,0,0.0,3.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,5.0,0.0,30.266666666666666,6.053333333333333,5.0,0.0,1.0,0.0,0.0,0.0,0.0
U-07981,0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,4.0,0.0,27.883333333333333,6.970833333333333,4.0,0.0,1.0,0.0,1.0,0.0,0.0
U-07982,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.3,7.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07983,0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,14.416666666666668,4.805555555555556,3.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07984,0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,20.4,6.8,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07985,0,0.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,17.6,8.8,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07986,0,0.0,1.0,1.0,3.0,3.0,7.0,1.0,2.0,0.0,5.0,0.0,35.6,7.12,5.0,0.0,1.0,0.0,1.0,0.0,0.0
U-07987,0,0.0,2.0,1.0,4.0,4.0,6.0,1.0,1.0,0.0,5.0,0.0,42.41666666666667,8.483333333333334,5.0,0.0,1.0,1.0,1.0,0.0,0.0
U-07988,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.65,3.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-07989,0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,4.0,0.0,22.916666666666668,5.729166666666667,4.0,0.0,0.0,1.0,1.0,0.0,0.0
U-07990,1,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,8.95,4.475,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07991,1,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,20.4,10.2,2.0,1.0,1.0,1.0,1.0,0.0,0.0
U-07992,0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,0.0,3.0,0.0,25.95,8.65,3.0,1.0,1.0,0.0,1.0,0.0,0.0
U-07993,0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,16.3,8.15,2.0,0.0,1.0,1.0,0.0,1.0,0.0
U-07994,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.533333333333333,7.533333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
U-07995,0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,20.95,10.475,2.0,0.0,1.0,1.0,1.0,1.0,0.0
U-07996,0,0.0,3.0,0.0,2.0,2.0,6.0,2.0,2.0,0.0,4.0,0.0,37.7,9.425,4.0,0.0,1.0,0.0,1.0,0.0,0.0
U-07997,1,0.0,3.0,0.0,3.0,3.0,7.0,0.0,0.0,1.0,4.0,0.0,37.583333333333336,9.395833333333334,4.0,0.0,1.0,0.0,0.0,1.0,0.0
U-07998,1,0.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,20.383333333333333,10.191666666666666,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-07999,0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,11.483333333333333,3.8277777777777775,3.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08000,0,0.0,4.0,0.0,1.0,2.0,9.0,2.0,4.0,0.0,6.0,0.0,44.43333333333333,7.405555555555555,6.0,0.0,1.0,1.0,1.0,0.0,0.0
U-08001,0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,8.833333333333334,8.833333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08002,1,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,18.316666666666666,9.158333333333333,2.0,0.0,1.0,1.0,1.0,0.0,0.0
U-08003,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.166666666666667,5.166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08004,1,0.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,0.0,6.0,0.0,32.65,5.441666666666666,6.0,0.0,1.0,1.0,1.0,0.0,0.0
U-08005,1,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,13.1,6.55,2.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08006,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.5,4.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0
U-08007,1,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,0.0,38.483333333333334,9.620833333333334,4.0,1.0,1.0,0.0,1.0,1.0,0.0
U-08008,1,1.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,15.683333333333334,5.227777777777778,3.0,1.0,0.0,0.0,1.0,0.0,0.0
U-08009,0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,21.366666666666667,10.683333333333334,2.0,1.0,1.0,1.0,1.0,1.0,0.0
U-08010,0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,0.0,4.0,0.0,25.983333333333334,6.495833333333334,4.0,0.0,1.0,1.0,1.0,0.0,0.0
U-08011,0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,10.816666666666666,5.408333333333333,2.0,1.0,1.0,0.0,1.0,0.0,0.0
U-08012,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.516666666666667,5.516666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08013,0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,13.35,6.675,2.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08014,0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,10.466666666666667,10.466666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08015,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08016,1,0.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,13.216666666666667,6.608333333333333,2.0,0.0,1.0,1.0,0.0,1.0,0.0
U-08017,0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,12.066666666666666,6.033333333333333,2.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08018,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.016666666666667,6.016666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08019,0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,22.55,11.275,2.0,1.0,1.0,0.0,1.0,1.0,0.0
U-08020,0,2.0,2.0,2.0,1.0,1.0,9.0,3.0,4.0,0.0,6.0,0.0,45.95,7.658333333333334,6.0,1.0,1.0,0.0,1.0,0.0,0.0
U-08021,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.033333333333333,4.033333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08022,0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,14.033333333333335,7.0166666666666675,2.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08023,1,0.0,1.0,2.0,3.0,3.0,6.0,0.0,1.0,0.0,3.0,0.0,32.150000000000006,10.716666666666669,3.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08024,0,0.0,2.0,2.0,2.0,2.0,12.0,1.0,2.0,0.0,6.0,0.0,47.9,7.983333333333333,6.0,0.0,1.0,0.0,1.0,0.0,0.0
U-08025,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.2,7.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08026,0,0.0,3.0,2.0,3.0,3.0,9.0,0.0,3.0,0.0,5.0,0.0,50.78333333333333,10.156666666666666,5.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08027,0,0.0,4.0,1.0,2.0,2.0,8.0,0.0,1.0,1.0,5.0,0.0,39.03333333333333,7.806666666666667,5.0,0.0,1.0,0.0,0.0,1.0,0.0
U-08028,1,0.0,1.0,1.0,3.0,4.0,7.0,0.0,1.0,0.0,3.0,0.0,32.7,10.9,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08029,0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,21.85,7.283333333333334,3.0,1.0,1.0,1.0,1.0,1.0,0.0
U-08030,0,0.0,2.0,0.0,2.0,2.0,5.0,0.0,2.0,0.0,3.0,0.0,28.183333333333334,9.394444444444444,3.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08031,0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,25.4,8.466666666666667,3.0,1.0,0.0,1.0,1.0,0.0,0.0
U-08032,0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,20.450000000000003,10.225000000000001,2.0,1.0,1.0,1.0,1.0,1.0,0.0
U-08033,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.266666666666667,5.266666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08034,1,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,18.883333333333333,6.294444444444444,3.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08035,0,0.0,1.0,1.0,3.0,3.0,9.0,0.0,1.0,0.0,5.0,0.0,21.98333333333333,5.495833333333333,4.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08036,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.4,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08037,1,1.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,22.95,7.6499999999999995,3.0,1.0,1.0,0.0,1.0,0.0,0.0
U-08038,1,2.0,0.0,1.0,4.0,4.0,13.0,2.0,3.0,1.0,6.0,0.0,57.15,9.525,6.0,1.0,1.0,1.0,1.0,1.0,0.0
U-08039,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.266666666666667,12.266666666666667,1.0,0.0,1.0,1.0,1.0,0.0,0.0
U-08040,0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,15.166666666666668,5.055555555555556,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08041,1,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,11.1,11.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08042,0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,3.0,0.0,3.0,0.0,32.86666666666667,10.955555555555556,3.0,1.0,0.0,1.0,1.0,0.0,0.0
U-08043,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,13.633333333333333,13.633333333333333,1.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08044,0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,3.0,0.0,24.433333333333334,8.144444444444444,3.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08045,0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,21.616666666666667,10.808333333333334,2.0,0.0,1.0,1.0,1.0,0.0,0.0
U-08046,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.3,2.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0
U-08047,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08048,1,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,11.383333333333333,5.691666666666666,2.0,1.0,0.0,0.0,1.0,0.0,0.0
U-08049,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.1,5.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08050,0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,13.083333333333332,6.541666666666666,2.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08051,0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.766666666666667,5.766666666666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08052,1,0.0,4.0,0.0,3.0,3.0,4.0,0.0,2.0,1.0,4.0,0.0,35.46666666666667,8.866666666666667,4.0,0.0,1.0,0.0,0.0,1.0,0.0
U-08053,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.2333333333333334,3.2333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0
U-08054,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08055,0,0.0,2.0,3.0,5.0,5.0,6.0,0.0,1.0,1.0,5.0,0.0,38.833333333333336,7.7666666666666675,5.0,0.0,1.0,1.0,0.0,1.0,0.0
U-08056,1,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,24.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08057,1,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0166666666666675,3.5083333333333337,2.0,0.0,0.0,1.0,0.0,0.0,0.0
U-08058,0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,28.0,9.333333333333334,3.0,0.0,1.0,0.0,1.0,0.0,0.0
U-08059,0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,17.2,8.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0
U-08060,1,0.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,25.2,8.4,3.0,0.0,1.0,0.0,1.0,0.0,0.0
U-08061,0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,3.0,0.0,3.0,0.0,34.93333333333333,11.644444444444444,3.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08062,0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,24.3,12.15,2.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08063,0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,16.716666666666665,8.358333333333333,2.0,1.0,0.0,0.0,1.0,0.0,0.0
U-08064,0,1.0,3.0,1.0,5.0,5.0,8.0,3.0,3.0,1.0,6.0,0.0,61.333333333333336,10.222222222222223,6.0,1.0,1.0,1.0,1.0,1.0,0.0
U-08065,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,9.15,9.15,1.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08066,0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,2.0,0.0,3.0,0.0,22.25,7.416666666666667,3.0,0.0,1.0,1.0,1.0,0.0,0.0
U-08067,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.1166666666666667,3.1166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08068,1,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,10.85,5.425,2.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08069,0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,2.0,0.0,3.0,0.0,25.55,8.516666666666667,3.0,0.0,1.0,0.0,1.0,0.0,0.0
U-08070,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
U-08071,1,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,18.81666666666667,6.272222222222223,3.0,0.0,1.0,0.0,0.0,1.0,0.0
U-08072,0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,10.333333333333334,5.166666666666667,2.0,1.0,1.0,1.0,1.0,0.0,0.0
U-08073,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
U-08074,1,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,17.183333333333334,5.727777777777778,3.0,1.0,1.0,0.0,1.0,0.0,0.0
U-08075,0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,20.516666666666666,6.838888888888889,3.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-08077,0,0.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,14.55,2.91,5.0,0.0,1.0,1.0,0.0,0.0,0.0
U-08078,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.333333333333333,5.333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0
U-08079,0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,20.183333333333334,10.091666666666667,2.0,0.0,1.0,0.0,0.0,1.0,0.0
U-08080,0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,3.0,0.0,25.1,8.366666666666667,3.0,0.0,1.0,0.0,0.0,0.0,0.0
